종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"047920","HLB제약","KOSDAQ","기술성장기업부","16950","-1050","-5.83","18400","18450","16550","1047529","18162833400","453841690950","26775321"
"115450","HLB테라퓨틱스","KOSDAQ","중견기업부","11750","-1150","-8.91","13050","13050","11500","808103","9750106850","368188729250","31335211"
"011200","HMM","KOSPI",,"31650","1500","4.98","30700","31700","30400","5740540","179586799800","15478100048400","489039496"
"036640","HRS","KOSDAQ","우량기업부","7230","20","0.28","7290","7390","7210","193799","1408139040","118245204000","16354800"
"082740","HSD엔진","KOSPI",,"9050","-230","-2.48","9270","9280","8960","421187","3805837230","422827276300","46721246"
"335870","IBKS제12호스팩","KOSDAQ","SPAC(소속부없음)","2445","0","0.00","0","0","0","0","0","7628400000","3120000"
"351340","IBKS제13호스팩","KOSDAQ","SPAC(소속부없음)","2375","0","0.00","0","0","0","0","0","12278750000","5170000"
"388790","IBKS제16호스팩","KOSDAQ","SPAC(소속부없음)","2345","10","0.43","2350","2350","2335","10229","23941345","7996450000","3410000"
"405350","IBKS제17호스팩","KOSDAQ","SPAC(소속부없음)","2405","20","0.84","2395","2420","2380","14271","34255525","6541600000","2720000"
"003560","IHQ","KOSPI",,"1000","-15","-1.48","1010","1020","995","764774","766505431","151378606000","151378606"
"095340","ISC","KOSDAQ","우량기업부","37100","1000","2.77","35800","37100","35550","211583","7763725550","645520374100","17399471"
"099520","ITX-AI","KOSDAQ","관리종목(소속부없음)","1285","0","0.00","0","0","0","0","0","37652662655","29301683"
"175330","JB금융지주","KOSPI",,"8770","80","0.92","8670","8770","8560","265315","2308008190","1727539980380","196982894"
"950170","JTC","KOSDAQ","외국기업(소속부없음)","3530","-80","-2.22","3580","3600","3510","84431","298906465","123569475010","35005517"
"234080","JW생명과학","KOSPI",,"13700","100","0.74","13700","13850","13550","29932","408892200","216933389800","15834554"
"067290","JW신약","KOSDAQ","중견기업부","4480","55","1.24","4450","4560","4380","321529","1439940970","206650917760","46127437"
"001060","JW중외제약","KOSPI",,"25250","950","3.91","24700","25750","24650","149467","3777415250","559996545250","22178081"
"001067","JW중외제약2우B","KOSPI",,"69800","-200","-0.29","69900","69900","69800","9","628600","7184304600","102927"
"001065","JW중외제약우","KOSPI",,"37450","0","0.00","37500","37500","37150","283","10537350","6843425750","182735"
"096760","JW홀딩스","KOSPI",,"3970","15","0.38","4030","4030","3925","23330","92288390","279665482820","70444706"
"035900","JYP Ent.","KOSDAQ","우량기업부","53500","-900","-1.65","54500","54600","52200","628209","33329029700","1899115822000","35497492"
"318000","KBG","KOSDAQ","벤처기업부","7640","-40","-0.52","7750","7750","7570","11879","90478670","62875863000","8229825"
"024840","KBI메탈","KOSDAQ","중견기업부","2275","-80","-3.40","2320","2325","2250","501716","1142632855","74963179200","32950848"
"105560","KB금융","KOSPI",,"58300","500","0.87","57800","58600","56900","952301","55339449100","24040150400200","412352494"
"024120","KB오토시스","KOSDAQ","우량기업부","7950","-500","-5.92","8440","8460","7890","769768","6178326330","91425000000","11500000"
"002380","KCC","KOSPI",,"342000","500","0.15","344000","351000","341500","30173","10421227500","3039173082000","8886471"
"021320","KCC건설","KOSDAQ","우량기업부","8480","30","0.36","8480","8640","8470","15067","128473690","181472000000","21400000"
"344820","KCC글라스","KOSPI",,"58200","-800","-1.36","59000","59400","58100","43845","2565595800","929483798400","15970512"
"036670","KCI","KOSDAQ","우량기업부","9110","30","0.33","9120","9160","8950","27017","243863110","102669700000","11270000"
"009070","KCTC","KOSPI",,"6090","30","0.50","6120","6180","6060","200352","1223401700","182700000000","30000000"
"009440","KC그린홀딩스","KOSPI",,"4635","-25","-0.54","4625","4655","4530","157059","720365100","103986132300","22434980"
"112190","KC산업","KONEX","일반기업부","3585","-100","-2.71","3830","3830","3505","4990","17802390","25544032005","7125253"
"119650","KC코트렐","KOSPI",,"5350","-40","-0.74","5350","5390","5300","24125","128682220","94160000000","17600000"
"044180","KD","KOSDAQ","중견기업부","1245","-15","-1.19","1260","1260","1230","76461","94853685","30936558045","24848641"
"092220","KEC","KOSPI",,"3390","25","0.74","3430","3565","3375","15417914","53442580485","490696197990","144748141"
"151860","KG ETS","KOSDAQ","우량기업부","16200","-900","-5.26","16900","16950","16100","1932000","31626642400","583200000000","36000000"
"046440","KG모빌리언스","KOSDAQ","우량기업부","8680","-330","-3.66","9050","9070","8680","949963","8337551280","337005930240","38825568"
"016380","KG스틸","KOSPI",,"16600","-300","-1.78","16900","17200","16350","2298389","38548628350","1660147690200","100008897"
"016385","KG스틸우","KOSPI",,"283000","-18000","-5.98","286000","295000","277500","5828","1658864000","15107955000","53385"
"035600","KG이니시스","KOSDAQ","우량기업부","15600","-100","-0.64","15850","15850","15500","228083","3560178750","435309170400","27904434"
"001390","KG케미칼","KOSPI",,"31900","-700","-2.15","32600","32800","31800","355011","11408181950","442328462400","13866096"
"226360","KH 건설","KOSDAQ","벤처기업부","1335","0","0.00","1305","1420","1260","26568433","35247659255","109515221790","82033874"
"111870","KH 전자","KOSDAQ","중견기업부","582","-1","-0.17","583","593","570","292258","168931443","78010533876","134038718"
"033180","KH 필룩스","KOSPI",,"2030","40","2.01","2000","2065","1960","820102","1661286375","311078379430","153240581"
"060720","KH바텍","KOSDAQ","중견기업부","21650","150","0.70","21500","21800","21100","208229","4474212400","512616619300","23677442"
"001940","KISCO홀딩스","KOSPI",,"17350","0","0.00","17400","17450","17200","14871","257935950","280660193000","16176380"
"122450","KMH","KOSDAQ","중견기업부","8470","-160","-1.85","8630","8670","8470","44279","377685140","383995615080","45335964"
"052900","KMH하이텍","KOSDAQ","벤처기업부","1700","0","0.00","1710","1725","1680","259116","439436360","87767678200","51628046"
"058400","KNN","KOSDAQ","우량기업부","1265","-15","-1.17","1280","1295","1260","193824","246562965","167523595800","132429720"
"114450","KPX생명과학","KOSDAQ","중견기업부","5680","100","1.79","5620","5840","5550","90538","515592490","85200000000","15000000"
"025000","KPX케미칼","KOSPI",,"51400","-300","-0.58","51600","51700","51200","1301","66876000","248776000000","4840000"
"092230","KPX홀딩스","KOSPI",,"62100","400","0.65","61700","62200","61100","1796","111263400","262350516600","4224646"
"000040","KR모터스","KOSPI",,"779","-1","-0.13","785","785","773","144368","112132685","74891214549","96137631"
"044450","KSS해운","KOSPI",,"11800","50","0.43","11800","11850","11600","54865","644781150","272413384000","23085880"
"030200","KT","KOSPI",,"36100","150","0.42","35950","36150","35300","1094711","39100369150","9426136268800","261111808"
"033780","KT&G","KOSPI",,"84700","300","0.36","84400","84700","84100","294805","24890489400","11628674495900","137292497"
"058850","KTcs","KOSPI",,"2305","-35","-1.50","2340","2340","2300","84684","195619970","98388925000","42685000"
"058860","KTis","KOSPI",,"2700","20","0.75","2680","2700","2640","165790","442507605","93965400000","34802000"
"060370","KT서브마린","KOSDAQ","중견기업부","5670","-80","-1.39","5750","5770","5600","95411","540038430","124173000000","21900000"
"093050","LF","KOSPI",,"19500","-150","-0.76","19600","19650","19200","65088","1262918900","570180000000","29240000"
"003550","LG","KOSPI",,"75400","-600","-0.79","75500","76200","74600","146725","11072400300","11860494872200","157300993"
"034220","LG디스플레이","KOSPI",,"17500","350","2.04","17250","17600","17200","1654148","28791383750","6261774750000","357815700"
"051900","LG생활건강","KOSPI",,"703000","18000","2.63","687000","710000","684000","88232","61809162000","10979592491000","15618197"
"051905","LG생활건강우","KOSPI",,"412000","-2500","-0.60","414500","414500","407500","4053","1665546000","865075164000","2099697"
"373220","LG에너지솔루션","KOSPI",,"438000","4000","0.92","438500","444000","432500","361437","158222948000","102492000000000","234000000"
"003555","LG우","KOSPI",,"61200","-300","-0.49","61900","61900","60700","1289","79079500","184923144000","3021620"
"032640","LG유플러스","KOSPI",,"13600","350","2.64","13350","13650","13200","1358698","18311304874","5937914509600","436611361"
"011070","LG이노텍","KOSPI",,"367000","22000","6.38","356000","369500","356000","475579","172998893500","8685828269000","23667107"
"066570","LG전자","KOSPI",,"105000","500","0.48","105000","106500","103500","688569","72309089500","17183020470000","163647814"
"066575","LG전자우","KOSPI",,"54200","-200","-0.37","54900","54900","54100","12805","696159500","931480766400","17185992"
"037560","LG헬로비전","KOSPI",,"6610","190","2.96","6420","6650","6320","1603480","10447513160","511923777650","77446865"
"051910","LG화학","KOSPI",,"543000","-2000","-0.37","547000","555000","538000","270359","147878797000","38331642249000","70592343"
"051915","LG화학우","KOSPI",,"261000","-3500","-1.32","264500","267500","260500","7861","2073707000","2006776800000","7688800"
"079550","LIG넥스원","KOSPI",,"76200","3000","4.10","75900","78000","75100","471592","36139694500","1676400000000","22000000"
"006260","LS","KOSPI",,"59300","-1400","-2.31","60500","61600","57900","187158","11048280900","1909460000000","32200000"
"010120","LS ELECTRIC","KOSPI",,"49000","-550","-1.11","49550","49900","48400","44388","2172893100","1470000000000","30000000"
"000680","LS네트웍스","KOSPI",,"3430","-40","-1.15","3475","3475","3400","95526","327935105","270294344880","78803016"
"229640","LS전선아시아","KOSPI",,"7750","-20","-0.26","7820","7830","7720","58697","456255250","237342812250","30624879"
"108320","LX세미콘","KOSDAQ","우량기업부","131100","1100","0.85","130500","131900","128800","151137","19663812300","2132249730000","16264300"
"001120","LX인터내셔널","KOSPI",,"37550","-250","-0.66","37900","38050","37150","190110","7108708200","1455438000000","38760000"
"108670","LX하우시스","KOSPI",,"49900","-500","-0.99","50700","50700","49500","50098","2499832450","447486733000","8967670"
"108675","LX하우시스우","KOSPI",,"26750","-150","-0.56","27400","27500","26650","2220","60157950","27614827500","1032330"
"383800","LX홀딩스","KOSPI",,"9670","-10","-0.10","9740","9740","9640","88862","859991750","737634272300","76280690"
"38380K","LX홀딩스1우","KOSPI",,"13850","0","0.00","13900","13900","13650","4950","68304650","20294197250","1465285"
"023150","MH에탄올","KOSPI",,"10450","0","0.00","10500","10550","10350","48504","505597350","77105596700","7378526"
"035420","NAVER","KOSPI",,"277500","2500","0.91","275000","278000","273500","317519","87701595000","45523621087500","164049085"
"160550","NEW","KOSDAQ","중견기업부","8500","340","4.17","8300","8590","8110","231382","1936442760","237201901000","27906106"
"053290","NE능률","KOSDAQ","중견기업부","6840","-20","-0.29","6850","6940","6700","55515","378621310","113039939880","16526307"
"181710","NHN","KOSPI",,"31100","1050","3.49","30050","31450","30000","96115","2967078350","1166807156500","37517915"
"104200","NHN벅스","KOSDAQ","중견기업부","11250","-200","-1.75","11450","11450","11000","183330","2061899200","166809937500","14827550"
"060250","NHN한국사이버결제","KOSDAQ","우량기업부","16400","300","1.86","16300","16500","15900","325324","5292704700","658634020400","40160611"
"400760","NH올원리츠","KOSPI",,"5300","0","0.00","5320","5320","5290","24464","129708710","223660000000","42200000"
"005940","NH투자증권","KOSPI",,"10300","100","0.98","10200","10300","10150","413122","4236896050","3416158986300","331665921"
"005945","NH투자증권우","KOSPI",,"10300","0","0.00","10350","10350","10300","22584","233246850","194370970400","18870968"
"338100","NH프라임리츠","KOSPI",,"4980","20","0.40","4965","4985","4950","36013","179265680","92926800000","18660000"
"034310","NICE","KOSPI",,"15900","0","0.00","16150","16200","15700","21205","336039000","602328570000","37882300"
"030190","NICE평가정보","KOSDAQ","우량기업부","16700","350","2.14","16600","16800","16250","65554","1081891750","1013937494000","60714820"
"008260","NI스틸","KOSPI",,"5600","40","0.72","5560","5660","5520","107699","603225480","160160655200","28600117"
"004250","NPC","KOSPI",,"10250","-200","-1.91","10400","10400","10100","603962","6174253100","376380000000","36720000"
"004255","NPC우","KOSPI",,"5890","-200","-3.28","6000","6000","5850","118359","699630390","31099200000","5280000"
"010060","OCI","KOSPI",,"108000","-2500","-2.26","111000","112000","107000","266500","28975598000","2575732068000","23849371"
"178920","PI첨단소재","KOSPI",,"48800","1350","2.85","47750","48800","47100","186227","8963199450","1433076513600","29366322"
"024940","PN풍년","KOSDAQ","벤처기업부","4480","-310","-6.47","4790","4870","4370","369281","1649877120","44800000000","10000000"
"005490","POSCO홀딩스","KOSPI",,"292500","1000","0.34","292500","294000","289000","189083","55203978500","25502149237500","87186835"
"218410","RFHIC","KOSDAQ","우량기업부","29600","250","0.85","29650","29750","29300","73578","2168850750","792878446400","26786434"
"327260","RF머트리얼즈","KOSDAQ","벤처기업부","12750","-100","-0.78","12950","12950","12700","26834","344173800","103245636750","8097697"
"091340","S&K폴리텍","KOSDAQ","중견기업부","5160","40","0.78","5120","5180","5040","23676","120751510","60391200360","11703721"
"010950","S-Oil","KOSPI",,"105000","-1000","-0.94","105000","106000","102000","346749","35928090500","11821193160000","112582792"
"010955","S-Oil우","KOSPI",,"61400","0","0.00","61500","61700","60500","10605","645680400","246946317800","4021927"
"019550","SBI인베스트먼트","KOSDAQ","벤처기업부","1650","-10","-0.60","1660","1670","1645","663584","1098813805","267409848750","162066575"
"950110","SBI핀테크솔루션즈","KOSDAQ","외국기업(소속부없음)","4960","-25","-0.50","5040","5040","4915","5522","27462285","119300598400","24052540"
"034120","SBS","KOSPI",,"49550","0","0.00","49400","50400","48950","32550","1613643700","904415438100","18252582"
"046140","SBS콘텐츠허브","KOSDAQ","우량기업부","7400","-60","-0.80","7430","7550","7300","21434","158066930","158830307000","21463555"
"151910","SBW생명과학","KOSDAQ","중견기업부","5050","50","1.00","4955","5050","4945","288587","1444809345","894527295900","177134118"
"036120","SCI평가정보","KOSDAQ","중견기업부","3400","25","0.74","3375","3420","3310","101179","339019505","120700000000","35500000"
"099220","SDN","KOSDAQ","중견기업부","2105","-60","-2.77","2185","2195","2100","1662919","3550908560","113894748745","54106769"
"036540","SFA반도체","KOSDAQ","우량기업부","7060","60","0.86","7070","7070","6910","1198084","8413896240","1161089739180","164460303"
"255220","SG","KOSDAQ","중견기업부","1910","-35","-1.80","1945","1945","1895","288465","553274640","85281326190","44649909"
"040610","SG&G","KOSDAQ","중견기업부","2885","60","2.12","2860","2960","2835","1426053","4152108135","98341560460","34087196"
"049470","SGA","KOSDAQ","중견기업부","1025","20","1.99","1005","1050","1005","223487","229602020","54183805225","52862249"
"184230","SGA솔루션즈","KOSDAQ","벤처기업부","1080","10","0.93","1075","1085","1060","178555","190954965","50962201920","47187224"
"005090","SGC에너지","KOSPI",,"47450","-100","-0.21","48000","48000","47150","23834","1129695650","696423839800","14677004"
"016250","SGC이테크건설","KOSDAQ","우량기업부","52100","-200","-0.38","52300","52400","51400","4431","229215100","135431084500","2599445"
"001380","SG글로벌","KOSPI",,"1745","10","0.58","1735","1755","1730","148388","258279210","78462429535","44964143"
"004060","SG세계물산","KOSPI",,"699","-4","-0.57","703","708","697","587828","412013351","141495047040","202424960"
"001770","SHD","KOSPI",,"30950","100","0.32","31150","31600","30250","7113","218680350","37600474100","1214878"
"002360","SH에너지화학","KOSPI",,"1200","-40","-3.23","1230","1240","1195","2885080","3487562635","133360476000","111133730"
"009160","SIMPAC","KOSPI",,"7710","0","0.00","7800","7800","7670","88997","687871580","504461568360","65429516"
"123700","SJM","KOSPI",,"4205","5","0.12","4215","4220","4150","13243","55520405","65618596090","15604898"
"025530","SJM홀딩스","KOSPI",,"3790","-20","-0.52","3755","3810","3710","4695","17577360","56599890320","14934008"
"034730","SK","KOSPI",,"246000","-2500","-1.01","248000","249500","245000","114832","28294745000","18240734934000","74149329"
"337450","SK5호스팩","KOSDAQ","SPAC(소속부없음)","2180","0","0.00","0","0","0","0","0","9395800000","4310000"
"340350","SK6호스팩","KOSDAQ","SPAC(소속부없음)","2170","10","0.46","2150","2170","2150","6245","13540270","12390700000","5710000"
"011790","SKC","KOSPI",,"154500","-1500","-0.96","156500","157000","152500","120855","18648032500","5850652041000","37868298"
"018670","SK가스","KOSPI",,"126500","0","0.00","127000","127500","125000","10589","1334957000","1167625866000","9230244"
"001740","SK네트웍스","KOSPI",,"4650","-20","-0.43","4690","4690","4630","191654","891497810","1154072558550","248187647"
"001745","SK네트웍스우","KOSPI",,"74100","-200","-0.27","74500","74500","73800","28","2072400","8421316800","113648"
"006120","SK디스커버리","KOSPI",,"39200","100","0.26","39000","39200","38550","36039","1403058300","746283916000","19037855"
"006125","SK디스커버리우","KOSPI",,"33550","0","0.00","33650","33650","33000","1220","40581900","45576165250","1358455"
"210980","SK디앤디","KOSPI",,"29550","500","1.72","29100","29700","29100","14920","440259100","655719346200","22190164"
"068400","SK렌터카","KOSPI",,"10200","50","0.49","10150","10200","10000","19192","194210300","482315568000","47285840"
"395400","SK리츠","KOSPI",,"7080","40","0.57","7040","7100","7000","136821","965314830","1097545366560","155020532"
"302440","SK바이오사이언스","KOSPI",,"133000","6000","4.72","128500","135000","127000","479199","63318647000","10212278118000","76784046"
"326030","SK바이오팜","KOSPI",,"86600","300","0.35","86900","87900","85900","80747","7018817300","6781927450000","78313250"
"402340","SK스퀘어","KOSPI",,"46950","600","1.29","46550","46950","46100","319475","14882565350","6641902458450","141467571"
"260870","SK시그넷","KONEX","일반기업부","54000","-200","-0.37","54500","54500","53000","9470","507378000","312412896000","5785424"
"361610","SK아이이테크놀로지","KOSPI",,"118000","-3500","-2.88","122500","122500","117500","205100","24461950500","8413115856000","71297592"
"03473K","SK우","KOSPI",,"210000","-1500","-0.71","212000","212000","209500","303","63713500","118888350000","566135"
"096770","SK이노베이션","KOSPI",,"209000","-2000","-0.95","212500","212500","207000","219581","45812882500","19325302876000","92465564"
"096775","SK이노베이션우","KOSPI",,"128500","-1000","-0.77","129500","129500","126500","1258","161186500","160422741000","1248426"
"001510","SK증권","KOSPI",,"807","-1","-0.12","809","810","804","686253","554001426","381380267997","472590171"
"001515","SK증권우","KOSPI",,"3605","-55","-1.50","3620","3620","3600","3249","11710085","14104612970","3912514"
"285130","SK케미칼","KOSPI",,"127000","3000","2.42","124000","128000","124000","50584","6397962500","2237839060000","17620780"
"28513K","SK케미칼우","KOSPI",,"63500","100","0.16","62800","64800","62500","6078","387458000","134329741500","2115429"
"017670","SK텔레콤","KOSPI",,"57300","-900","-1.55","58200","58400","57000","684768","39249474300","12539139151200","218833144"
