번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
"615","084650","랩지노믹스","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"10410482",
"616","217500","러셀","KOSDAQ","2019","12","기계·장비","0.86",,"100","25","1.3","17.234","31812000","725196850"
"617","092590","럭스피아","KONEX","2019","12","-",,,"500","35","3.83","15.782","7291098","255188430"
"618","141080","레고켐바이오","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"10721939",
"619","060300","레드로버","KOSDAQ","2019","12","오락·문화","0.22",,"500",,,,"55637698",
"620","038390","레드캡투어","KOSDAQ","2019","12","기타서비스","0.64",,"500","800","5","29.64","8589480","6590510400"
"621","294140","레몬","KOSDAQ","2019","12","-",,,,,,,,
"622","228670","레이","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500",,,,"6653267",
"623","228850","레이언스","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500","300","2.4","18.649","16591014","2578641000"
"624","412350","레이저쎌","KOSDAQ","2019","12","-",,,,,,,,
"625","281740","레이크머티리얼즈","KOSDAQ","2019","12","금융","1.05",,"100",,,,"4840000",
"626","277810","레인보우로보틱스","KOSDAQ","2019","12","-",,,,,,,,
"627","179720","렌딩머신","KONEX","2019","12","-",,,"500",,,,"11850000",
"628","215100","로보로보","KOSDAQ","2019","12","디지털컨텐츠","0.37",,"100","13","0.3","20.696","17798454","225384263"
"629","090360","로보스타","KOSDAQ","2019","12","기계·장비","0.86",,"500",,,,"9750000",
"630","238500","로보쓰리","KONEX","2019","12","-",,,"500",,,,"4682166",
"631","108490","로보티즈","KOSDAQ","2019","12","소프트웨어","0.75",,"500",,,,"11251000",
"632","900260","로스웰","KOSDAQ","2019","12","금융","1.05",,"무액면",,,,"141781250",
"633","223220","로지스몬","KONEX","2019","12","-",,,"100",,,,"5393630",
"634","067730","로지시스","KOSDAQ","2019","12","컴퓨터서비스","0.68",,"500","60","1.8","-56.327","9340922","560455320"
"635","071280","로체시스템즈","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"15296603",
"636","032350","롯데관광개발","KOSPI","2019","12","서비스업","1.04",,"500",,,,"69275662",
"637","089860","롯데렌탈","KOSPI","2019","12","-",,,,,,,,
"638","000400","롯데손해보험","KOSPI","2019","12","보험","3.8",,"1000",,,,"310336320",
"639","023530","롯데쇼핑","KOSPI","2019","12","유통업","1.67",,"5000","3800","2.8","-12.788","28288755","107428432000"
"640","004000","롯데정밀화학","KOSPI","2019","12","화학","1.96",,"5000","1700","3.7","25.716","25800000","43299000000"
"641","286940","롯데정보통신","KOSPI","2019","12","서비스업","1.04",,"5000","700","1.7","19.982","15396331","10590556900"
"642","280360","롯데제과","KOSPI","2019","12","음식료품","1.39",,"500","1300","0.9","20.024","6416717","8335780700"
"643","004990","롯데지주","KOSPI","2019","12","기타금융",,,"200","800","2.1","-13.907","104909237","57245679550"
"644","005300","롯데칠성음료","KOSPI","2019","12","음식료품","1.39",,"500","2700","1.9","-15.396","7993460","22170724250"
"645","011170","롯데케미칼","KOSPI","2019","12","화학","1.96",,"5000","6700","2.9","30.35","34275419","229645307300"
"646","002270","롯데푸드","KOSPI","2019","12","음식료품","1.39",,"5000","12000","2.9","29.096","1131870","10917720000"
"647","071840","롯데하이마트","KOSPI","2019","12","유통업","1.67",,"5000","1000","3.2","-23.63","23607712","23607712000"
"648","038060","루멘스","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"47276784",
"649","162120","루켄테크놀러지스","KONEX","2019","12","-",,,"500",,,,"1641260",
"650","253610","루트락","KONEX","2019","12","-",,,,,,,,
"651","085370","루트로닉","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500",,,"-0.983","25562361","113445394"
"652","060240","룽투코리아","KOSDAQ","2019","12","디지털컨텐츠","0.37",,"500",,,,"25429284",
"653","058470","리노공업","KOSDAQ","2019","12","반도체","0.85",,"500","1200","1.9","34.505","15242370","18214944000"
"654","039980","리노스","KOSDAQ","2019","12","유통","0.38","0.05","500",,,,"39601703",
"655","019570","리더스 기술투자","KOSDAQ","2019","12","금융","1.05",,"500",,,,"58717908",
"656","016100","리더스코스메틱","KOSDAQ","2019","12","화학","0.74",,"500",,,,"18187414",
"657","012700","리드코프","KOSDAQ","2019","12","유통","0.38",,"500","150","2.1","9.662","26446135","3921456150"
"658","302550","리메드","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500",,,,"5822956",
"659","377450","리파인","KOSDAQ","2019","12","-",,,,,,,,
"660","277070","린드먼아시아","KOSDAQ","2019","12","금융","1.05",,"500","89","2.1","14.721","13500000","621500000"
"661","042500","링네트","KOSDAQ","2019","12","컴퓨터서비스","0.68",,"500",,,,"15216878",
"662","219420","링크제니시스","KOSDAQ","2019","12","소프트웨어","0.75",,"100",,,,"10000000",
"663","027740","마니커","KOSPI","2019","12","음식료품","1.39",,"500",,,,"158472594",
"664","195500","마니커에프앤지","KOSDAQ","2019","12","음식료·담배","0.93",,"500",,,,"10378000",
"665","222810","마이더스AI","KOSDAQ","2019","12","소프트웨어","0.75",,"100",,,,"21986286",
"666","305090","마이크로디지탈","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500",,,,"3630800",
"667","098120","마이크로컨텍솔","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"8312766",
"668","147760","마이크로프랜드","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500",,,,"10819866",
"669","377480","마인즈랩","KOSDAQ","2019","12","-",,,,,,,,
"670","038290","마크로젠","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"10605454",
"671","204320","만도","KOSPI","2019","12","운수장비","1.7",,"1000","550","1.6","21.781","46957120","25753552000"
"672","267980","매일유업","KOSDAQ","2019","12","음식료·담배","0.93",,"500","800","0.9","9.742","7843638","6267576000"
"673","005990","매일홀딩스","KOSDAQ","2019","12","음식료·담배","0.93",,"500","140","1.29","2.708","13718304","1820603400"
"674","127160","매직마이크로","KOSDAQ","2019","12","반도체","0.85",,"100",,,,"61490323",
"675","093520","매커스","KOSDAQ","2019","12","유통","0.38",,"500","100","2.7","26.818","16163092","1287808400"
"676","377030","맥스트","KOSDAQ","2019","12","-",,,,,,,,
"677","100590","머큐리","KOSDAQ","2019","12","일반전기전자","0.5",,"500",,,,"14763600",
"678","067280","멀티캠퍼스","KOSDAQ","2019","12","디지털컨텐츠","0.37",,"500","600","1.8","18.692","5926779","3534039000"
"679","072870","메가스터디","KOSDAQ","2019","12","출판·매체복제","0.4",,"500","450","3.8","46.73","11920959","5335650900"
"680","215200","메가스터디교육","KOSDAQ","2019","12","기타서비스","0.64",,"100","1100","2.69","26.471","11821880","12819281200"
"681","133750","메가엠디","KOSDAQ","2019","12","기타서비스","0.64",,"500","50","1.58","135.186","23097077","1088249250"
"682","235980","메드팩토","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"10097421",
"683","200580","메디쎄이","KONEX","2019","12","-",,,"500",,,,"3478159",
"684","041920","메디아나","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500",,,,"8650496",
"685","233250","메디안디노스틱","KONEX","2019","12","-",,,"500",,,,"1746534",
"686","014100","메디앙스","KOSDAQ","2019","12","화학","0.74",,"500",,,,"11800000",
"687","236340","메디젠휴먼케어","KONEX","2019","12","-",,,"500",,,,"2304892",
"688","054180","메디콕스","KOSDAQ","2019","12","운송장비·부품","0.41",,"500",,,,"28014473",
"689","086900","메디톡스","KOSDAQ","2019","12","제약","0.3","0.03","500","800","0.3","16.937","5815090","4329592000"
"690","078160","메디포스트","KOSDAQ","2019","12","제약","0.3",,"500",,,,"15617842",
"691","065650","메디프론","KOSDAQ","2019","12","유통","0.38",,"500",,,,"29439113",
"692","138040","메리츠금융지주","KOSPI","2019","12","기타금융",,,"500","550","4.6","9.421","140224314","74149790550"
"693","008560","메리츠증권","KOSPI","2019","12","증권","3.15",,"1000","200","5","24.477","617310701","135745771439"
"694","000060","메리츠화재","KOSPI","2019","12","보험","3.8",,"500","850","4.6","31.451","113680000","94760701300"
"695","140410","메지온","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"8705952",
"696","241770","메카로","KOSDAQ","2019","12","반도체","0.85",,"500","160","1.09","20.221","10101140","1587382400"
"697","090370","메타랩스","KOSPI","2019","12","섬유의복","1.32",,"500",,,,"52308986",
"698","059210","메타바이오메드","KOSDAQ","2019","12","제약","0.3",,"500","10","0.3","6.514","23862351","232673080"
"699","058110","멕아이씨에스","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500",,,,"5361500",
"700","096640","멜파스","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"22674524",
"701","017180","명문제약","KOSPI","2019","12","의약품","0.21",,"500",,,,"24540000",
"702","257370","명성티엔에스","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"6370000",
"703","009900","명신산업","KOSPI","2019","12","-",,,,,,,,
"704","267060","명진홀딩스","KONEX","2019","12","-",,,"500",,,,"8037795",
"705","012690","모나리자","KOSPI","2019","12","종이목재","2.57",,"500","50","1.4","75.197","36571255","1828038750"
"706","005360","모나미","KOSPI","2019","12","유통업","1.67",,"1000","70","1.9","-78.692","18897307","1322811490"
"707","080420","모다이노칩","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"79721622",
"708","080160","모두투어","KOSDAQ","2019","12","기타서비스","0.64",,"500","120","0.7","93.448","18900000","2122209120"
"709","100030","모바일리더","KOSDAQ","2019","12","소프트웨어","0.75",,"500",,,,"3283714",
"710","087260","모바일어플라이언스","KOSDAQ","2019","12","소프트웨어","0.75",,"500",,,,"15000000",
"711","101330","모베이스","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"23958188",
"712","012860","모베이스전자","KOSDAQ","2019","12","운송장비·부품","0.41",,"500",,,,"27000000",
"713","363260","모비데이즈","KOSDAQ","2019","12","-",,,,,,,,
"714","348030","모비릭스","KOSDAQ","2019","12","-",,,,,,,,
"715","250060","모비스","KOSDAQ","2019","12","소프트웨어","0.75",,"100",,,,"32171314",
"716","288980","모아데이타","KOSDAQ","2019","12","-",,,,,,,,
"717","009680","모토닉","KOSPI","2019","12","운수장비","1.7",,"500","300","3.4","58.136","33000000","6601316400"
"718","118990","모트렉스","KOSDAQ","2019","12","운송장비·부품","0.41",,"100",,,,"27250545",
"719","006920","모헨즈","KOSDAQ","2019","12","비금속","0.8",,"500",,,,"10920000",
"720","009580","무림P&P","KOSPI","2019","12","종이목재","2.57",,"2500","175","4","105.314","62368324","10913661150"
"721","001810","무림SP","KOSDAQ","2019","12","종이·목재","0.46",,"500","35","1.6","54.835","22137500","774812500"
"722","009200","무림페이퍼","KOSPI","2019","12","종이목재","2.57",,"2500","50","2","-30.394","41609310","2080465500"
"723","135160","무송지오씨","KONEX","2019","12","-",,,"500",,,,"6811112",
"724","322970","무진메디","KONEX","2019","12","-",,,,,,,,
"725","033920","무학","KOSPI","2019","12","음식료품","1.39",,"200",,,,"28500000",
"726","008420","문배철강","KOSPI","2019","12","철강금속","3.04",,"500","50","1.94","41.304","20503505","979719300"
"727","279600","미디어젠","KOSDAQ","2019","12","소프트웨어","0.75",,"500",,,,"4638281",
"728","095500","미래나노텍","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"23289533",
"729","025560","미래산업","KOSPI","2019","12","의료정밀","0.97",,"100",,,,"843218400",
"730","218150","미래생명자원","KOSDAQ","2019","12","음식료·담배","0.93",,"100",,,,"18671428",
"731","007120","미래아이앤지","KOSPI","2019","12","서비스업","1.04",,"100",,,,"129484148",
"732","353490","미래에셋대우스팩 5호","KOSDAQ","2019","12","-",,,,,,,,
"733","328380","미래에셋대우스팩3호","KOSDAQ","2019","12","금융","1.05",,"100",,,,"6482000",
"734","100790","미래에셋벤처투자","KOSDAQ","2019","12","금융","1.05",,"1000","185","3.8","40.946","30667215","5673434775"
"735","412930","미래에셋비전스팩1호","KOSDAQ","2019","12","-",,,,,,,,
"736","085620","미래에셋생명","KOSPI","2019","12","보험","3.8",,"5000","170","3.97","35.197","177016189","38540920620"
"737","006800","미래에셋증권","KOSPI","2019","12","증권","3.15",,"5000","260","3.4","27.416","658316408","182112885500"
"738","208890","미래엔에듀파트너","KONEX","2019","12","-",,,"1000",,,,"2150820",
"739","049950","미래컴퍼니","KOSDAQ","2019","12","기계·장비","0.86","0.03","500","220","0.6","13.371","8144232","1599213660"
"740","207760","미스터블루","KOSDAQ","2019","12","디지털컨텐츠","0.37",,"100","25","0.34","5.031","24505004","605744625"
"741","002840","미원상사","KOSPI","2019","12","화학","1.96",,"500","654","1.14","3.27","5088000","1017600000"
"742","268280","미원에스씨","KOSPI","2019","12","화학","1.96",,"500","1700","2.4","0","5267891","1700"
"743","107590","미원홀딩스","KOSPI","2019","12","기타금융",,,"500","400","0.97","5.733","2331774","932709600"
"744","134380","미원화학","KOSPI","2019","12","화학","1.96",,"1000","1000","2.19","14.95","2199268","2019268000"
"745","003650","미창석유공업","KOSPI","2019","12","화학","1.96",,"5000","2000","2.5","17.282","1739672","3063464000"
"746","059090","미코","KOSDAQ","2019","12","반도체","0.85",,"500","40","0.7","5.604","31316603","1231637680"
"747","214610","미코바이오메드","KOSDAQ","2019","12","-",,,"500",,,,"12200998",
"748","201490","미투온","KOSDAQ","2019","12","디지털컨텐츠","0.37",,"500",,,,"31257770",
"749","950190","미투젠","KOSDAQ","2019","12","-",,,"무액면",,,,,
"750","214180","민앤지","KOSDAQ","2019","12","소프트웨어","0.75",,"500","230","1.6","12.818","12682476","3064786110"
"751","206640","바디텍메드","KOSDAQ","2019","12","제약","0.3",,"1000","50","0.5","9.651","23468542","1148152650"
"752","018700","바른손","KOSDAQ","2019","12","오락·문화","0.22",,"1000",,,,"16417365",
"753","035620","바른손이앤에이","KOSDAQ","2019","12","디지털컨텐츠","0.37",,"500",,,,"70612278",
"754","064520","바른전자","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"1328390",
"755","053030","바이넥스","KOSDAQ","2019","12","제약","0.3",,"500",,,,"31741048",
"756","301300","바이브컴퍼니","KOSDAQ","2019","12","-",,,,,,,,
"757","064550","바이오니아","KOSDAQ","2019","12","제약","0.3",,"500",,,,"22261047",
"758","314930","바이오다인","KOSDAQ","2019","12","-",,,,,,,,
"759","208710","바이오로그디바이스","KOSDAQ","2019","12","IT부품","0.62",,"100",,,,"28870357",
"760","086820","바이오솔루션","KOSDAQ","2019","12","제약","0.3",,"500",,,,"8035576",
"761","038460","바이오스마트","KOSDAQ","2019","12","정보기기","1.13",,"500","63","1.5","6.339","20014594","1260837963"
"762","281310","바이오시네틱스","KONEX","2019","12","-",,,"500",,,,"2618890",
"763","251120","바이오에프디엔씨","KOSDAQ","2019","12","-",,,,,,,,
"764","266470","바이오인프라생명과학","KONEX","2019","12","-",,,,,,,,
"765","086040","바이오톡스텍","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"14587623",
"766","199290","바이오프로테크","KONEX","2019","12","-",,,"500",,,,"3255689",
"767","099430","바이오플러스","KOSDAQ","2019","12","-",,,,,,,,
"768","032980","바이온","KOSDAQ","2019","12","유통","0.38",,"500",,,,"53281430",
"769","308080","바이젠셀","KOSDAQ","2019","12","-",,,,,,,,
"770","043150","바텍","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500","100","0.34","4.174","14854256","1485425600"
"771","323990","박셀바이오","KOSDAQ","2019","12","-",,,,,,,,
"772","267790","배럴","KOSDAQ","2019","12","섬유·의류","0.58",,"500",,,,"7818100",
"773","001340","백광산업","KOSPI","2019","12","화학","1.96",,"500","75","3","20.101","44918407","3221963775"
"774","046310","백금T&A","KOSDAQ","2019","12","통신장비","0.34",,"500","50","1.7","8.787","15487109","774355450"
"775","035150","백산","KOSPI","2019","12","화학","1.96",,"500","100","1.1","37.861","24200000","2365556100"
"776","066410","버킷스튜디오","KOSDAQ","2019","12","디지털컨텐츠","0.37",,"500",,,,"30904808",
"777","002410","범양건영","KOSPI","2019","12","건설업","1.87",,"1000",,,,"24831812",
"778","382900","범한퓨얼셀","KOSDAQ","2019","12","-",,,,,,,,
"779","206400","베노홀딩스","KOSDAQ","2019","12","소프트웨어","0.75",,"100",,,,"83314615",
"780","019010","베뉴지","KOSDAQ","2019","12","유통","0.38",,"500","30","1.8","51.385","48200000","1206000000"
"781","322190","베른","KONEX","2019","12","-",,,,,,,,
"782","177350","베셀","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"11192368",
"783","299910","베스파","KOSDAQ","2019","12","디지털컨텐츠","0.37",,"500",,,,"8016521",
"784","007210","벽산","KOSPI","2019","12","비금속광물","3.32",,"500",,,,"68560000",
"785","225530","보광산업","KOSDAQ","2019","12","비금속","0.8",,"500","50","1.03","28.628","35860150","1792973700"
"786","250000","보라티알","KOSDAQ","2019","12","유통","0.38",,"500","150","1.45","30.197","6750733","1004647800"
"787","002760","보락","KOSPI","2019","12","화학","1.96",,"200","5","0.25","46.148","59900000","299500000"
"788","003850","보령","KOSPI","2019","12","의약품","0.21",,"500","100","0.7","13.047","44200000","4204009000"
"789","310210","보로노이","KOSDAQ","2019","12","-",,,,,,,,
"790","006910","보성파워텍","KOSDAQ","2019","12","금속","1.3",,"500",,,,"45854719",
"791","000890","보해양조","KOSPI","2019","12","음식료품","1.39",,"500",,,,"126018258",
"792","226340","본느","KOSDAQ","2019","12","화학","0.74",,"100",,,,"30699596",
"793","206950","볼빅","KONEX","2019","12","-",,,"500",,,,"4183333",
"794","003000","부광약품","KOSPI","2019","12","의약품","0.21","0.05","500","200","1.4","-163.957","63531367","12190194000"
"795","001270","부국증권","KOSPI","2019","12","증권","3.15",,"5000","1200","5.5","39.533","10369886","10831521400"
"796","026940","부국철강","KOSPI","2019","12","철강금속","3.04",,"500","75","1.4","81.61","20000000","1500000000"
"797","014470","부방","KOSDAQ","2019","12","금융","1.05",,"500","20","0.8","-11.371","60052260","1071416160"
"798","011390","부산산업","KOSPI","2019","12","비금속광물","3.32",,"5000","250","0.2","3.805","1056000","264000000"
"799","005030","부산주공","KOSPI","2019","12","운수장비","1.7",,"500",,,,"42381579",
"800","008470","부스타","KOSDAQ","2019","12","금속","1.3",,"500","90","1.65","21.656","8404800","756432000"
"801","338220","뷰노","KOSDAQ","2019","12","-",,,,,,,,
"802","100120","뷰웍스","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500","400","1.39","16.209","10001865","3942016000"
"803","337930","브랜드엑스코퍼레이션","KOSDAQ","2019","12","-",,,,,,,,
"804","099390","브레인즈컴퍼니","KOSDAQ","2019","12","-",,,,,,,,
"805","064480","브리지텍","KOSDAQ","2019","12","컴퓨터서비스","0.68",,"500","100","3.3","-24.776","11952500","786404600"
"806","288330","브릿지바이오","KOSDAQ","2019","12","제약","0.3",,"500",,,,"5527562",
"807","365900","브이씨","KOSDAQ","2019","12","-",,,,,,,,
"808","251630","브이원텍","KOSDAQ","2019","12","기계·장비","0.86",,"500","100","1.1","22.403","15050580","1488028900"
"809","018290","브이티지엠피","KOSDAQ","2019","12","일반전기전자","0.5",,"500",,,,"38351371",
"810","044480","블루베리 NFT","KOSDAQ","2019","12","화학","0.74",,"500",,,,"12935719",
"811","033560","블루콤","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"18088047",
"812","191600","블루탑","KONEX","2019","12","-",,,"500",,,,"2600000",
"813","369370","블리츠웨이","KOSDAQ","2019","12","-",,,,,,,,
"814","126340","비나텍","KOSDAQ","2019","12","-",,,"500",,,,"4253300",
"815","121800","비덴트","KOSDAQ","2019","12","통신장비","0.34",,"500",,,,"33991523",
"816","148140","비디아이","KOSDAQ","2019","12","기계·장비","0.86",,"500",,,,"7920750",
"817","082800","비보존 헬스케어","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"119301832",
"818","318410","비비씨","KOSDAQ","2019","12","-",,,,,,,,
"819","002070","비비안","KOSPI","2019","12","섬유의복","1.32",,"1000",,,,"6867945",
"820","100220","비상교육","KOSPI","2019","12","서비스업","1.04",,"500","250","3.19","27.455","12996741","3062878750"
"821","146320","비씨엔씨","KOSDAQ","2019","12","-",,,,,,,,
"822","200780","비씨월드제약","KOSDAQ","2019","12","제약","0.3","0.1","200","100","0.66","13.149","8008318","771830400"
"823","141000","비아트론","KOSDAQ","2019","12","반도체","0.85",,"500",,,,"12114710",
"824","090460","비에이치","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"32680468",
"825","083650","비에이치아이","KOSDAQ","2019","12","기계·장비","0.86",,"500",,,,"26000000",
"826","215050","비엔디생활건강","KONEX","2019","12","-",,,"100",,,,"2121666",
"827","142760","비엘","KOSDAQ","2019","12","기타서비스","0.64",,"500",,,,"17682985",
"828","065170","비엘팜텍","KOSDAQ","2019","12","유통","0.38",,"500",,,,"61906025",
"829","086220","비엘헬스케어","KONEX","2019","12","-",,,"500",,,,"10573865",
"830","086670","비엠티","KOSDAQ","2019","12","기계·장비","0.86",,"500","150","2.2","22.692","8146529","1221979350"
"831","335890","비올","KOSDAQ","2019","12","금융","1.05",,"100",,,,"4790000",
"832","138580","비즈니스온","KOSDAQ","2019","12","소프트웨어","0.75",,"500","285","2.1","61.671","9544940","2720307900"
"833","082920","비츠로셀","KOSDAQ","2019","12","IT부품","0.62",,"500","100","0.7","10.726","21539152","2153915200"
"834","054220","비츠로시스","KOSDAQ","2019","12","일반전기전자","0.5",,"500",,,,"52295547",
"835","042370","비츠로테크","KOSDAQ","2019","12","금융","1.05",,"500","50","0.8","3.752","22353873","1117693650"
"836","030790","비케이탑스","KOSPI","2019","12","서비스업","1.04",,"500",,,,"101228149",
"837","050090","비케이홀딩스","KOSDAQ","2019","12","IT부품","0.62",,"500",,,,"69138942",
"838","307870","비투엔","KOSDAQ","2019","12","금융","1.05",,"100",,,,"4750000",
"839","357880","비트나인","KOSDAQ","2019","12","-",,,,,,,,
"840","032850","비트컴퓨터","KOSDAQ","2019","12","소프트웨어","0.75",,"500","61","1.4","14.144","16623293","1003246992"
"841","148780","비플라이소프트","KOSDAQ","2019","12","-",,,"500",,,,"4745720",
"842","238200","비피도","KOSDAQ","2019","12","음식료·담배","0.93",,"500",,,,"4090000",
"843","093190","빅솔론","KOSDAQ","2019","12","정보기기","1.13",,"500","190","3.4","33.352","19238905","3189468440"
"844","065450","빅텍","KOSDAQ","2019","12","의료·정밀기기","0.5",,"200",,,,"26368762",
"845","210120","빅텐츠","KONEX","2019","12","-",,,"500",,,,"1895000",
"846","005180","빙그레","KOSPI","2019","12","음식료품","1.39",,"5000","1450","2.6","31.226","9851241","12820611450"
"847","072950","빛샘전자","KOSDAQ","2019","12","반도체","0.85",,"500","100","1.9","30.501","6000000","574641500"
"848","266170","뿌리깊은나무들","KONEX","2019","12","-",,,"500",,,,"2414950",
"849","143240","사람인에이치알","KOSDAQ","2019","12","인터넷","0.68",,"500","580","2","25.125","11634263","6396972540"
"850","003960","사조대림","KOSPI","2019","12","음식료품","1.39",,"5000","150","0.9","1.267","9164467","1103099150"
"851","008040","사조동아원","KOSPI","2019","12","음식료품","1.39",,"500",,,,"141144600",
"852","007160","사조산업","KOSPI","2019","12","농업, 임업 및 어업",,,"5000","150","0.4","-5.135","5000000","741750000"
"853","014710","사조씨푸드","KOSPI","2019","12","음식료품","1.39",,"1000",,,,"17218543",
"854","006090","사조오양","KOSPI","2019","12","음식료품","1.39",,"5000","100","1.3","7.13","9422739","942273600"
"855","100090","삼강엠앤티","KOSDAQ","2019","12","금속","1.3",,"500",,,,"27855978",
"856","122350","삼기","KOSDAQ","2019","12","운송장비·부품","0.41",,"100",,,"8.341","31301789","167496057"
"857","014970","삼륭물산","KOSDAQ","2019","12","종이·목재","0.46",,"500","75","0.8","195.582","15125000","1134375000"
"858","018310","삼목에스폼","KOSDAQ","2019","12","금속","1.3",,"500","100","1.21","8.996","14700000","1232423500"
"859","053700","삼보모터스","KOSDAQ","2019","12","운송장비·부품","0.41",,"500",,,,"15952055",
"860","009620","삼보산업","KOSDAQ","2019","12","금속","1.3",,"100",,,,"37810821",
"861","023600","삼보판지","KOSDAQ","2019","12","종이·목재","0.46",,"500","125","1.5","6.277","16170000","2014723625"
"862","001470","삼부토건","KOSPI","2019","12","건설업","1.87",,"1000",,,,"136140315",
"863","006400","삼성SDI","KOSPI","2019","12","전기전자","2.14",,"5000","1000","0.4","16.638","68764530","66944609800"
"864","006660","삼성공조","KOSPI","2019","12","운수장비","1.7",,"500","60","0.75","9.548","8126314","481140240"
"865","380320","삼성머스트스팩5호","KOSDAQ","2019","12","-",,,,,,,,
"866","028260","삼성물산","KOSPI","2019","12","유통업","1.67",,"100","2000","1.9","31.486","189690043","329937345500"
"867","207940","삼성바이오로직스","KOSPI","2019","12","의약품","0.21",,"2500",,,,"66165000",
"868","032830","삼성생명","KOSPI","2019","12","보험","3.8",,"500","2650","3.5","48.688","200000000","475873164350"
"869","377630","삼성스팩4호","KOSDAQ","2019","12","-",,,,,,,,
"870","425290","삼성스팩6호","KOSDAQ","2019","12","-",,,,,,,,
"871","018260","삼성에스디에스","KOSPI","2019","12","서비스업","1.04",,"500","2400","1.2","24.737","77377800","185640446400"
"872","028050","삼성엔지니어링","KOSPI","2019","12","서비스업","1.04",,"5000",,,,"196000000",
"873","009150","삼성전기","KOSPI","2019","12","전기전자","2.14",,"5000","1100","0.9","15.765","74693696","83244652700"
"874","005930","삼성전자","KOSPI","2019","12","전기전자","2.14",,"100","1416","2.6","44.249","5969782550","9619242544700"
"875","001360","삼성제약","KOSPI","2019","12","의약품","0.21",,"500",,,,"58994130",
"876","010140","삼성중공업","KOSPI","2019","12","운수장비","1.7",,"5000",,,,"630000000",
"877","016360","삼성증권","KOSPI","2019","12","증권","3.15",,"5000","1700","4.3","38.744","89300000","151810000000"
"878","068290","삼성출판사","KOSPI","2019","12","서비스업","1.04",,"500","100","0.4","15.145","10000000","1000000000"
"879","029780","삼성카드","KOSPI","2019","12","기타금융",,,"5000","1600","4","49.616","115858891","170737112000"
"880","000810","삼성화재해상보험","KOSPI","2019","12","보험","3.8",,"500","8500","3.4","55.969","47374837","361344292100"
"881","006110","삼아알미늄","KOSPI","2019","12","철강금속","3.04",,"500","110","2.5","24.435","11000000","1210000000"
"882","009300","삼아제약","KOSDAQ","2019","12","제약","0.3",,"1000","300","1.9","17.956","6370000","1831002600"
"883","145990","삼양사","KOSPI","2019","12","음식료품","1.39",,"5000","1000","2","18.97","10289803","10032798150"
"884","003230","삼양식품","KOSPI","2019","12","음식료품","1.39",,"5000","800","0.9","10.039","7533015","6026084800"
"885","225190","삼양옵틱스","KOSDAQ","2019","12","의료·정밀기기","0.5",,"500","1000","7.2","74.186","10090000","10057380000"
"886","002170","삼양통상","KOSPI","2019","12","기타제조업",,,"5000","1000","1.7","6.458","3000000","2854407000"
"887","272550","삼양패키징","KOSPI","2019","12","화학","1.96",,"5000","750","4.7","37.546","14209804","10657353000"
"888","000070","삼양홀딩스","KOSPI","2019","12","기타금융",,,"5000","2000","3.1","24.973","8564271","15494234650"
"889","002810","삼영무역","KOSPI","2019","12","유통업","1.67","0.05","500","350","2.1","17.278","17606686","6021839950"
"890","361670","삼영에스앤씨","KOSDAQ","2019","12","-",,,,,,,,
"891","054540","삼영엠텍","KOSDAQ","2019","12","금속","1.3",,"500","100","2.7","33.587","13000000","1178575000"
"892","065570","삼영이엔씨","KOSDAQ","2019","12","통신장비","0.34",,"500",,,,"8800000",
"893","005680","삼영전자공업","KOSPI","2019","12","전기전자","2.14",,"500","250","2.77","58.452","20000000","5000000000"
"894","003720","삼영화학공업","KOSPI","2019","12","화학","1.96",,"500",,,,"34000000",
